,dataset,embedding_model,agg_method,similarity,edge_constructor,clusterer,depth,connected_nodes,percentage_connected,tag_counts,degree_of_separation
216,medium1k_200,minilm,mean,soft_cosine,knn_mst50,gmm50,1.0,4.0,0.016,"{1: {'Health': 4, 'Science': 3, 'Self Improvement': 3, 'Mental Health': 3}, 2: {'CLUSTER': 49, 'Health': 26, 'Science': 22, 'Psychology': 18, 'Mental Health': 18, 'Productivity': 15, 'Entrepreneurship': 11, 'Self Improvement': 6}, 3: {'Technology': 56, 'Health': 45, 'Science': 41, 'Psychology': 42, 'Mental Health': 35, 'Writing': 71, 'Society': 11, 'Entertainment': 9, 'Art': 71, 'Books': 14, 'Relationships': 4, 'Culture': 9, 'Productivity': 61, 'Life': 6, 'Business': 34, 'Lifestyle': 8, 'Marketing': 27, 'Coronavirus': 14, 'Life Lessons': 5, 'Entrepreneurship': 33, 'Self-awareness': 7, 'Self Improvement': 18, 'Self': 4, 'Writing Tips': 5, 'Work': 10, 'Education': 2, 'Food': 1, 'Storytelling': 6, 'Finance': 1, 'Climate Change': 4, 'Covid 19': 6, 'LGBTQ': 1}}",
217,medium1k_200,minilm,mean,soft_cosine,knn_mst50,gmm50,2.0,49.0,0.195,"{1: {'Health': 4, 'Science': 3, 'Self Improvement': 3, 'Mental Health': 3}, 2: {'CLUSTER': 49, 'Health': 26, 'Science': 22, 'Psychology': 18, 'Mental Health': 18, 'Productivity': 15, 'Entrepreneurship': 11, 'Self Improvement': 6}, 3: {'Technology': 56, 'Health': 45, 'Science': 41, 'Psychology': 42, 'Mental Health': 35, 'Writing': 71, 'Society': 11, 'Entertainment': 9, 'Art': 71, 'Books': 14, 'Relationships': 4, 'Culture': 9, 'Productivity': 61, 'Life': 6, 'Business': 34, 'Lifestyle': 8, 'Marketing': 27, 'Coronavirus': 14, 'Life Lessons': 5, 'Entrepreneurship': 33, 'Self-awareness': 7, 'Self Improvement': 18, 'Self': 4, 'Writing Tips': 5, 'Work': 10, 'Education': 2, 'Food': 1, 'Storytelling': 6, 'Finance': 1, 'Climate Change': 4, 'Covid 19': 6, 'LGBTQ': 1}}",
218,medium1k_200,minilm,mean,soft_cosine,knn_mst50,gmm50,3.0,196.0,0.781,"{1: {'Health': 4, 'Science': 3, 'Self Improvement': 3, 'Mental Health': 3}, 2: {'CLUSTER': 49, 'Health': 26, 'Science': 22, 'Psychology': 18, 'Mental Health': 18, 'Productivity': 15, 'Entrepreneurship': 11, 'Self Improvement': 6}, 3: {'Technology': 56, 'Health': 45, 'Science': 41, 'Psychology': 42, 'Mental Health': 35, 'Writing': 71, 'Society': 11, 'Entertainment': 9, 'Art': 71, 'Books': 14, 'Relationships': 4, 'Culture': 9, 'Productivity': 61, 'Life': 6, 'Business': 34, 'Lifestyle': 8, 'Marketing': 27, 'Coronavirus': 14, 'Life Lessons': 5, 'Entrepreneurship': 33, 'Self-awareness': 7, 'Self Improvement': 18, 'Self': 4, 'Writing Tips': 5, 'Work': 10, 'Education': 2, 'Food': 1, 'Storytelling': 6, 'Finance': 1, 'Climate Change': 4, 'Covid 19': 6, 'LGBTQ': 1}}",
219,medium1k_200,minilm,mean,soft_cosine,knn_mst50,gmm70,1.0,8.0,0.03,"{1: {'Health': 4, 'Science': 3, 'Self Improvement': 3, 'Mental Health': 3, 'Technology': 2, 'Business': 2, 'Writing': 2, 'Marketing': 1, 'Productivity': 1}, 2: {'CLUSTER': 55, 'Productivity': 17, 'Entrepreneurship': 12, 'Health': 26, 'Mental Health': 22, 'Psychology': 23, 'Science': 21, 'Self Improvement': 9}, 3: {'Productivity': 60, 'Technology': 53, 'Art': 71, 'Entrepreneurship': 33, 'CLUSTER': 14, 'Health': 43, 'Science': 39, 'Psychology': 42, 'Lifestyle': 7, 'Coronavirus': 12, 'Life Lessons': 5, 'Business': 25, 'Mental Health': 35, 'Writing': 68, 'Self Improvement': 18, 'Self-awareness': 7, 'Books': 14, 'Life': 5, 'Self': 4, 'Marketing': 23, 'Society': 10, 'Entertainment': 8, 'Storytelling': 6, 'Work': 9, 'Writing Tips': 5, 'Climate Change': 4, 'Culture': 9, 'Relationships': 4, 'Covid 19': 6, 'Food': 1, 'LGBTQ': 1, 'Finance': 1, 'Education': 2}}",
220,medium1k_200,minilm,mean,soft_cosine,knn_mst50,gmm70,2.0,55.0,0.203,"{1: {'Health': 4, 'Science': 3, 'Self Improvement': 3, 'Mental Health': 3, 'Technology': 2, 'Business': 2, 'Writing': 2, 'Marketing': 1, 'Productivity': 1}, 2: {'CLUSTER': 55, 'Productivity': 17, 'Entrepreneurship': 12, 'Health': 26, 'Mental Health': 22, 'Psychology': 23, 'Science': 21, 'Self Improvement': 9}, 3: {'Productivity': 60, 'Technology': 53, 'Art': 71, 'Entrepreneurship': 33, 'CLUSTER': 14, 'Health': 43, 'Science': 39, 'Psychology': 42, 'Lifestyle': 7, 'Coronavirus': 12, 'Life Lessons': 5, 'Business': 25, 'Mental Health': 35, 'Writing': 68, 'Self Improvement': 18, 'Self-awareness': 7, 'Books': 14, 'Life': 5, 'Self': 4, 'Marketing': 23, 'Society': 10, 'Entertainment': 8, 'Storytelling': 6, 'Work': 9, 'Writing Tips': 5, 'Climate Change': 4, 'Culture': 9, 'Relationships': 4, 'Covid 19': 6, 'Food': 1, 'LGBTQ': 1, 'Finance': 1, 'Education': 2}}",
221,medium1k_200,minilm,mean,soft_cosine,knn_mst50,gmm70,3.0,189.0,0.697,"{1: {'Health': 4, 'Science': 3, 'Self Improvement': 3, 'Mental Health': 3, 'Technology': 2, 'Business': 2, 'Writing': 2, 'Marketing': 1, 'Productivity': 1}, 2: {'CLUSTER': 55, 'Productivity': 17, 'Entrepreneurship': 12, 'Health': 26, 'Mental Health': 22, 'Psychology': 23, 'Science': 21, 'Self Improvement': 9}, 3: {'Productivity': 60, 'Technology': 53, 'Art': 71, 'Entrepreneurship': 33, 'CLUSTER': 14, 'Health': 43, 'Science': 39, 'Psychology': 42, 'Lifestyle': 7, 'Coronavirus': 12, 'Life Lessons': 5, 'Business': 25, 'Mental Health': 35, 'Writing': 68, 'Self Improvement': 18, 'Self-awareness': 7, 'Books': 14, 'Life': 5, 'Self': 4, 'Marketing': 23, 'Society': 10, 'Entertainment': 8, 'Storytelling': 6, 'Work': 9, 'Writing Tips': 5, 'Climate Change': 4, 'Culture': 9, 'Relationships': 4, 'Covid 19': 6, 'Food': 1, 'LGBTQ': 1, 'Finance': 1, 'Education': 2}}",
222,medium1k_200,minilm,mean,soft_cosine,knn_mst70,kmeans50,1.0,11.0,0.044,"{1: {'Writing': 4, 'Art': 8, 'Psychology': 5}, 2: {'CLUSTER': 49, 'Technology': 23, 'Business': 16, 'Productivity': 18, 'Health': 24, 'Mental Health': 17, 'Entrepreneurship': 14, 'Psychology': 16, 'Science': 18, 'Self-awareness': 4, 'Art': 22, 'Writing': 17, 'Life': 5, 'Entertainment': 6, 'Coronavirus': 8, 'Lifestyle': 6, 'Work': 6, 'Life Lessons': 3, 'Self': 2}, 3: {'Business': 33, 'Technology': 52, 'Productivity': 53, 'Health': 44, 'Entrepreneurship': 32, 'Science': 40, 'Self Improvement': 21, 'Mental Health': 34, 'Psychology': 38, 'Life': 5, 'Art': 63, 'Self-awareness': 6, 'Writing': 67, 'Culture': 9, 'Storytelling': 6, 'Relationships': 4, 'Entertainment': 8, 'Coronavirus': 13, 'Society': 11, 'Lifestyle': 6, 'Marketing': 27, 'Writing Tips': 5, 'Climate Change': 4, 'Covid 19': 6, 'Work': 7, 'Books': 14, 'Life Lessons': 4, 'Education': 2, 'Food': 1, 'Self': 3, 'LGBTQ': 1, 'Finance': 1}}",
223,medium1k_200,minilm,mean,soft_cosine,knn_mst70,kmeans50,2.0,49.0,0.195,"{1: {'Writing': 4, 'Art': 8, 'Psychology': 5}, 2: {'CLUSTER': 49, 'Technology': 23, 'Business': 16, 'Productivity': 18, 'Health': 24, 'Mental Health': 17, 'Entrepreneurship': 14, 'Psychology': 16, 'Science': 18, 'Self-awareness': 4, 'Art': 22, 'Writing': 17, 'Life': 5, 'Entertainment': 6, 'Coronavirus': 8, 'Lifestyle': 6, 'Work': 6, 'Life Lessons': 3, 'Self': 2}, 3: {'Business': 33, 'Technology': 52, 'Productivity': 53, 'Health': 44, 'Entrepreneurship': 32, 'Science': 40, 'Self Improvement': 21, 'Mental Health': 34, 'Psychology': 38, 'Life': 5, 'Art': 63, 'Self-awareness': 6, 'Writing': 67, 'Culture': 9, 'Storytelling': 6, 'Relationships': 4, 'Entertainment': 8, 'Coronavirus': 13, 'Society': 11, 'Lifestyle': 6, 'Marketing': 27, 'Writing Tips': 5, 'Climate Change': 4, 'Covid 19': 6, 'Work': 7, 'Books': 14, 'Life Lessons': 4, 'Education': 2, 'Food': 1, 'Self': 3, 'LGBTQ': 1, 'Finance': 1}}",
224,medium1k_200,minilm,mean,soft_cosine,knn_mst70,kmeans50,3.0,185.0,0.737,"{1: {'Writing': 4, 'Art': 8, 'Psychology': 5}, 2: {'CLUSTER': 49, 'Technology': 23, 'Business': 16, 'Productivity': 18, 'Health': 24, 'Mental Health': 17, 'Entrepreneurship': 14, 'Psychology': 16, 'Science': 18, 'Self-awareness': 4, 'Art': 22, 'Writing': 17, 'Life': 5, 'Entertainment': 6, 'Coronavirus': 8, 'Lifestyle': 6, 'Work': 6, 'Life Lessons': 3, 'Self': 2}, 3: {'Business': 33, 'Technology': 52, 'Productivity': 53, 'Health': 44, 'Entrepreneurship': 32, 'Science': 40, 'Self Improvement': 21, 'Mental Health': 34, 'Psychology': 38, 'Life': 5, 'Art': 63, 'Self-awareness': 6, 'Writing': 67, 'Culture': 9, 'Storytelling': 6, 'Relationships': 4, 'Entertainment': 8, 'Coronavirus': 13, 'Society': 11, 'Lifestyle': 6, 'Marketing': 27, 'Writing Tips': 5, 'Climate Change': 4, 'Covid 19': 6, 'Work': 7, 'Books': 14, 'Life Lessons': 4, 'Education': 2, 'Food': 1, 'Self': 3, 'LGBTQ': 1, 'Finance': 1}}",
225,medium1k_200,minilm,mean,soft_cosine,knn_mst70,kmeans70,1.0,10.0,0.037,"{1: {'Psychology': 6, 'Art': 6, 'Writing': 3}, 2: {'CLUSTER': 69, 'Writing': 17, 'Entrepreneurship': 14, 'Art': 24, 'Health': 29, 'Mental Health': 20, 'Psychology': 22, 'Science': 21, 'Business': 22, 'Technology': 30, 'Productivity': 18, 'Self-awareness': 5, 'Entertainment': 6, 'Self Improvement': 10, 'Coronavirus': 10, 'Self': 2, 'Work': 8, 'Life Lessons': 3}, 3: {'Writing': 68, 'Entrepreneurship': 32, 'Marketing': 27, 'Art': 65, 'Mental Health': 33, 'Health': 45, 'Science': 39, 'Psychology': 37, 'Society': 11, 'Covid 19': 6, 'Business': 33, 'Technology': 54, 'Productivity': 55, 'Self-awareness': 6, 'Self Improvement': 20, 'Culture': 9, 'Storytelling': 6, 'Relationships': 4, 'Entertainment': 8, 'Lifestyle': 8, 'Climate Change': 4, 'Coronavirus': 13, 'Books': 14, 'Writing Tips': 5, 'Self': 3, 'Life': 6, 'Food': 1, 'Work': 8, 'Education': 2, 'Finance': 1, 'Life Lessons': 4, 'LGBTQ': 1}}",
226,medium1k_200,minilm,mean,soft_cosine,knn_mst70,kmeans70,2.0,69.0,0.255,"{1: {'Psychology': 6, 'Art': 6, 'Writing': 3}, 2: {'CLUSTER': 69, 'Writing': 17, 'Entrepreneurship': 14, 'Art': 24, 'Health': 29, 'Mental Health': 20, 'Psychology': 22, 'Science': 21, 'Business': 22, 'Technology': 30, 'Productivity': 18, 'Self-awareness': 5, 'Entertainment': 6, 'Self Improvement': 10, 'Coronavirus': 10, 'Self': 2, 'Work': 8, 'Life Lessons': 3}, 3: {'Writing': 68, 'Entrepreneurship': 32, 'Marketing': 27, 'Art': 65, 'Mental Health': 33, 'Health': 45, 'Science': 39, 'Psychology': 37, 'Society': 11, 'Covid 19': 6, 'Business': 33, 'Technology': 54, 'Productivity': 55, 'Self-awareness': 6, 'Self Improvement': 20, 'Culture': 9, 'Storytelling': 6, 'Relationships': 4, 'Entertainment': 8, 'Lifestyle': 8, 'Climate Change': 4, 'Coronavirus': 13, 'Books': 14, 'Writing Tips': 5, 'Self': 3, 'Life': 6, 'Food': 1, 'Work': 8, 'Education': 2, 'Finance': 1, 'Life Lessons': 4, 'LGBTQ': 1}}",
227,medium1k_200,minilm,mean,soft_cosine,knn_mst70,kmeans70,3.0,187.0,0.69,"{1: {'Psychology': 6, 'Art': 6, 'Writing': 3}, 2: {'CLUSTER': 69, 'Writing': 17, 'Entrepreneurship': 14, 'Art': 24, 'Health': 29, 'Mental Health': 20, 'Psychology': 22, 'Science': 21, 'Business': 22, 'Technology': 30, 'Productivity': 18, 'Self-awareness': 5, 'Entertainment': 6, 'Self Improvement': 10, 'Coronavirus': 10, 'Self': 2, 'Work': 8, 'Life Lessons': 3}, 3: {'Writing': 68, 'Entrepreneurship': 32, 'Marketing': 27, 'Art': 65, 'Mental Health': 33, 'Health': 45, 'Science': 39, 'Psychology': 37, 'Society': 11, 'Covid 19': 6, 'Business': 33, 'Technology': 54, 'Productivity': 55, 'Self-awareness': 6, 'Self Improvement': 20, 'Culture': 9, 'Storytelling': 6, 'Relationships': 4, 'Entertainment': 8, 'Lifestyle': 8, 'Climate Change': 4, 'Coronavirus': 13, 'Books': 14, 'Writing Tips': 5, 'Self': 3, 'Life': 6, 'Food': 1, 'Work': 8, 'Education': 2, 'Finance': 1, 'Life Lessons': 4, 'LGBTQ': 1}}",
228,medium1k_200,minilm,mean,soft_cosine,knn_mst70,gmm50,1.0,4.0,0.016,"{1: {'Health': 4, 'Science': 3, 'Self Improvement': 3, 'Mental Health': 3}, 2: {'CLUSTER': 49, 'Health': 26, 'Science': 22, 'Psychology': 18, 'Mental Health': 18, 'Productivity': 15, 'Entrepreneurship': 11, 'Self Improvement': 6}, 3: {'Technology': 56, 'Health': 45, 'Science': 41, 'Psychology': 42, 'Mental Health': 35, 'Writing': 71, 'Society': 11, 'Entertainment': 9, 'Art': 71, 'Books': 14, 'Relationships': 4, 'Culture': 9, 'Productivity': 61, 'Life': 6, 'Business': 34, 'Lifestyle': 8, 'Marketing': 27, 'Coronavirus': 14, 'Life Lessons': 5, 'Entrepreneurship': 33, 'Self-awareness': 7, 'Self Improvement': 18, 'Self': 4, 'Writing Tips': 5, 'Work': 10, 'Education': 2, 'Food': 1, 'Storytelling': 6, 'Finance': 1, 'Climate Change': 4, 'Covid 19': 6, 'LGBTQ': 1}}",
229,medium1k_200,minilm,mean,soft_cosine,knn_mst70,gmm50,2.0,49.0,0.195,"{1: {'Health': 4, 'Science': 3, 'Self Improvement': 3, 'Mental Health': 3}, 2: {'CLUSTER': 49, 'Health': 26, 'Science': 22, 'Psychology': 18, 'Mental Health': 18, 'Productivity': 15, 'Entrepreneurship': 11, 'Self Improvement': 6}, 3: {'Technology': 56, 'Health': 45, 'Science': 41, 'Psychology': 42, 'Mental Health': 35, 'Writing': 71, 'Society': 11, 'Entertainment': 9, 'Art': 71, 'Books': 14, 'Relationships': 4, 'Culture': 9, 'Productivity': 61, 'Life': 6, 'Business': 34, 'Lifestyle': 8, 'Marketing': 27, 'Coronavirus': 14, 'Life Lessons': 5, 'Entrepreneurship': 33, 'Self-awareness': 7, 'Self Improvement': 18, 'Self': 4, 'Writing Tips': 5, 'Work': 10, 'Education': 2, 'Food': 1, 'Storytelling': 6, 'Finance': 1, 'Climate Change': 4, 'Covid 19': 6, 'LGBTQ': 1}}",
230,medium1k_200,minilm,mean,soft_cosine,knn_mst70,gmm50,3.0,196.0,0.781,"{1: {'Health': 4, 'Science': 3, 'Self Improvement': 3, 'Mental Health': 3}, 2: {'CLUSTER': 49, 'Health': 26, 'Science': 22, 'Psychology': 18, 'Mental Health': 18, 'Productivity': 15, 'Entrepreneurship': 11, 'Self Improvement': 6}, 3: {'Technology': 56, 'Health': 45, 'Science': 41, 'Psychology': 42, 'Mental Health': 35, 'Writing': 71, 'Society': 11, 'Entertainment': 9, 'Art': 71, 'Books': 14, 'Relationships': 4, 'Culture': 9, 'Productivity': 61, 'Life': 6, 'Business': 34, 'Lifestyle': 8, 'Marketing': 27, 'Coronavirus': 14, 'Life Lessons': 5, 'Entrepreneurship': 33, 'Self-awareness': 7, 'Self Improvement': 18, 'Self': 4, 'Writing Tips': 5, 'Work': 10, 'Education': 2, 'Food': 1, 'Storytelling': 6, 'Finance': 1, 'Climate Change': 4, 'Covid 19': 6, 'LGBTQ': 1}}",
231,medium1k_200,minilm,mean,soft_cosine,knn_mst70,gmm70,1.0,4.0,0.015,"{1: {'Health': 4, 'Science': 3, 'Self Improvement': 3, 'Mental Health': 3}, 2: {'CLUSTER': 69, 'Productivity': 18, 'Entrepreneurship': 13, 'Health': 28, 'Mental Health': 22, 'Psychology': 23, 'Science': 23, 'Self Improvement': 9}, 3: {'Productivity': 61, 'Technology': 56, 'Art': 71, 'Entrepreneurship': 33, 'Health': 45, 'Science': 41, 'Psychology': 42, 'Lifestyle': 8, 'Coronavirus': 14, 'Life Lessons': 5, 'Business': 34, 'Mental Health': 35, 'Writing': 71, 'Self Improvement': 18, 'Self-awareness': 7, 'Books': 14, 'Life': 6, 'Self': 4, 'Marketing': 27, 'Society': 11, 'Entertainment': 9, 'Storytelling': 6, 'Work': 10, 'Writing Tips': 5, 'Climate Change': 4, 'Culture': 9, 'Relationships': 4, 'Covid 19': 6, 'Food': 1, 'LGBTQ': 1, 'Finance': 1, 'Education': 2}}",
232,medium1k_200,minilm,mean,soft_cosine,knn_mst70,gmm70,2.0,69.0,0.255,"{1: {'Health': 4, 'Science': 3, 'Self Improvement': 3, 'Mental Health': 3}, 2: {'CLUSTER': 69, 'Productivity': 18, 'Entrepreneurship': 13, 'Health': 28, 'Mental Health': 22, 'Psychology': 23, 'Science': 23, 'Self Improvement': 9}, 3: {'Productivity': 61, 'Technology': 56, 'Art': 71, 'Entrepreneurship': 33, 'Health': 45, 'Science': 41, 'Psychology': 42, 'Lifestyle': 8, 'Coronavirus': 14, 'Life Lessons': 5, 'Business': 34, 'Mental Health': 35, 'Writing': 71, 'Self Improvement': 18, 'Self-awareness': 7, 'Books': 14, 'Life': 6, 'Self': 4, 'Marketing': 27, 'Society': 11, 'Entertainment': 9, 'Storytelling': 6, 'Work': 10, 'Writing Tips': 5, 'Climate Change': 4, 'Culture': 9, 'Relationships': 4, 'Covid 19': 6, 'Food': 1, 'LGBTQ': 1, 'Finance': 1, 'Education': 2}}",
233,medium1k_200,minilm,mean,soft_cosine,knn_mst70,gmm70,3.0,196.0,0.723,"{1: {'Health': 4, 'Science': 3, 'Self Improvement': 3, 'Mental Health': 3}, 2: {'CLUSTER': 69, 'Productivity': 18, 'Entrepreneurship': 13, 'Health': 28, 'Mental Health': 22, 'Psychology': 23, 'Science': 23, 'Self Improvement': 9}, 3: {'Productivity': 61, 'Technology': 56, 'Art': 71, 'Entrepreneurship': 33, 'Health': 45, 'Science': 41, 'Psychology': 42, 'Lifestyle': 8, 'Coronavirus': 14, 'Life Lessons': 5, 'Business': 34, 'Mental Health': 35, 'Writing': 71, 'Self Improvement': 18, 'Self-awareness': 7, 'Books': 14, 'Life': 6, 'Self': 4, 'Marketing': 27, 'Society': 11, 'Entertainment': 9, 'Storytelling': 6, 'Work': 10, 'Writing Tips': 5, 'Climate Change': 4, 'Culture': 9, 'Relationships': 4, 'Covid 19': 6, 'Food': 1, 'LGBTQ': 1, 'Finance': 1, 'Education': 2}}",
234,medium1k_200,minilm,mean,soft_cosine,threshold0.5,kmeans50,1.0,13.0,0.052,"{1: {'Psychology': 5, 'Art': 8, 'Writing': 6, 'Business': 2, 'Marketing': 1, 'Productivity': 1}, 2: {'CLUSTER': 47, 'Technology': 22, 'Business': 15, 'Productivity': 17, 'Self-awareness': 4, 'Art': 21, 'Writing': 16, 'Mental Health': 17, 'Entrepreneurship': 14, 'Coronavirus': 7, 'Health': 23, 'Psychology': 16, 'Life Lessons': 3, 'Science': 17, 'Entertainment': 6, 'Life': 4, 'Work': 5, 'Lifestyle': 6, 'Self': 2}, 3: {'Business': 31, 'Technology': 52, 'CLUSTER': 2, 'Productivity': 51, 'Self-awareness': 6, 'Writing': 64, 'Entrepreneurship': 32, 'Finance': 1, 'Art': 62, 'Mental Health': 34, 'Coronavirus': 12, 'Psychology': 38, 'Life Lessons': 4, 'Self Improvement': 21, 'Health': 43, 'Culture': 9, 'Science': 39, 'Entertainment': 8, 'Books': 14, 'Marketing': 25, 'Writing Tips': 5, 'Food': 1, 'Life': 4, 'Work': 6, 'Storytelling': 6, 'Climate Change': 4, 'Lifestyle': 6, 'Society': 11, 'Covid 19': 6, 'Self': 3, 'LGBTQ': 1, 'Relationships': 4, 'Education': 2}}",
235,medium1k_200,minilm,mean,soft_cosine,threshold0.5,kmeans50,2.0,47.0,0.187,"{1: {'Psychology': 5, 'Art': 8, 'Writing': 6, 'Business': 2, 'Marketing': 1, 'Productivity': 1}, 2: {'CLUSTER': 47, 'Technology': 22, 'Business': 15, 'Productivity': 17, 'Self-awareness': 4, 'Art': 21, 'Writing': 16, 'Mental Health': 17, 'Entrepreneurship': 14, 'Coronavirus': 7, 'Health': 23, 'Psychology': 16, 'Life Lessons': 3, 'Science': 17, 'Entertainment': 6, 'Life': 4, 'Work': 5, 'Lifestyle': 6, 'Self': 2}, 3: {'Business': 31, 'Technology': 52, 'CLUSTER': 2, 'Productivity': 51, 'Self-awareness': 6, 'Writing': 64, 'Entrepreneurship': 32, 'Finance': 1, 'Art': 62, 'Mental Health': 34, 'Coronavirus': 12, 'Psychology': 38, 'Life Lessons': 4, 'Self Improvement': 21, 'Health': 43, 'Culture': 9, 'Science': 39, 'Entertainment': 8, 'Books': 14, 'Marketing': 25, 'Writing Tips': 5, 'Food': 1, 'Life': 4, 'Work': 6, 'Storytelling': 6, 'Climate Change': 4, 'Lifestyle': 6, 'Society': 11, 'Covid 19': 6, 'Self': 3, 'LGBTQ': 1, 'Relationships': 4, 'Education': 2}}",
236,medium1k_200,minilm,mean,soft_cosine,threshold0.5,kmeans50,3.0,183.0,0.729,"{1: {'Psychology': 5, 'Art': 8, 'Writing': 6, 'Business': 2, 'Marketing': 1, 'Productivity': 1}, 2: {'CLUSTER': 47, 'Technology': 22, 'Business': 15, 'Productivity': 17, 'Self-awareness': 4, 'Art': 21, 'Writing': 16, 'Mental Health': 17, 'Entrepreneurship': 14, 'Coronavirus': 7, 'Health': 23, 'Psychology': 16, 'Life Lessons': 3, 'Science': 17, 'Entertainment': 6, 'Life': 4, 'Work': 5, 'Lifestyle': 6, 'Self': 2}, 3: {'Business': 31, 'Technology': 52, 'CLUSTER': 2, 'Productivity': 51, 'Self-awareness': 6, 'Writing': 64, 'Entrepreneurship': 32, 'Finance': 1, 'Art': 62, 'Mental Health': 34, 'Coronavirus': 12, 'Psychology': 38, 'Life Lessons': 4, 'Self Improvement': 21, 'Health': 43, 'Culture': 9, 'Science': 39, 'Entertainment': 8, 'Books': 14, 'Marketing': 25, 'Writing Tips': 5, 'Food': 1, 'Life': 4, 'Work': 6, 'Storytelling': 6, 'Climate Change': 4, 'Lifestyle': 6, 'Society': 11, 'Covid 19': 6, 'Self': 3, 'LGBTQ': 1, 'Relationships': 4, 'Education': 2}}",
237,medium1k_200,minilm,mean,soft_cosine,threshold0.5,kmeans70,1.0,10.0,0.037,"{1: {'Art': 6, 'Writing': 3, 'Psychology': 6}, 2: {'CLUSTER': 65, 'Technology': 28, 'Business': 22, 'Productivity': 18, 'Work': 8, 'Art': 23, 'Writing': 17, 'Entrepreneurship': 14, 'Life Lessons': 3, 'Self Improvement': 10, 'Coronavirus': 10, 'Health': 27, 'Mental Health': 19, 'Psychology': 22, 'Science': 19, 'Entertainment': 6, 'Self-awareness': 5, 'Self': 2}, 3: {'Business': 33, 'Technology': 54, 'CLUSTER': 4, 'Marketing': 27, 'Entrepreneurship': 32, 'Storytelling': 6, 'Self Improvement': 20, 'Productivity': 55, 'Work': 8, 'Art': 64, 'Writing': 68, 'Life Lessons': 4, 'Life': 6, 'Health': 43, 'Science': 37, 'Psychology': 37, 'Lifestyle': 6, 'Coronavirus': 13, 'Mental Health': 32, 'Writing Tips': 5, 'Society': 11, 'Entertainment': 8, 'Culture': 9, 'Books': 14, 'Relationships': 4, 'Education': 2, 'Self-awareness': 6, 'Climate Change': 3, 'Food': 1, 'Covid 19': 6, 'Self': 3, 'LGBTQ': 1, 'Finance': 1}}",
238,medium1k_200,minilm,mean,soft_cosine,threshold0.5,kmeans70,2.0,65.0,0.24,"{1: {'Art': 6, 'Writing': 3, 'Psychology': 6}, 2: {'CLUSTER': 65, 'Technology': 28, 'Business': 22, 'Productivity': 18, 'Work': 8, 'Art': 23, 'Writing': 17, 'Entrepreneurship': 14, 'Life Lessons': 3, 'Self Improvement': 10, 'Coronavirus': 10, 'Health': 27, 'Mental Health': 19, 'Psychology': 22, 'Science': 19, 'Entertainment': 6, 'Self-awareness': 5, 'Self': 2}, 3: {'Business': 33, 'Technology': 54, 'CLUSTER': 4, 'Marketing': 27, 'Entrepreneurship': 32, 'Storytelling': 6, 'Self Improvement': 20, 'Productivity': 55, 'Work': 8, 'Art': 64, 'Writing': 68, 'Life Lessons': 4, 'Life': 6, 'Health': 43, 'Science': 37, 'Psychology': 37, 'Lifestyle': 6, 'Coronavirus': 13, 'Mental Health': 32, 'Writing Tips': 5, 'Society': 11, 'Entertainment': 8, 'Culture': 9, 'Books': 14, 'Relationships': 4, 'Education': 2, 'Self-awareness': 6, 'Climate Change': 3, 'Food': 1, 'Covid 19': 6, 'Self': 3, 'LGBTQ': 1, 'Finance': 1}}",
239,medium1k_200,minilm,mean,soft_cosine,threshold0.5,kmeans70,3.0,187.0,0.69,"{1: {'Art': 6, 'Writing': 3, 'Psychology': 6}, 2: {'CLUSTER': 65, 'Technology': 28, 'Business': 22, 'Productivity': 18, 'Work': 8, 'Art': 23, 'Writing': 17, 'Entrepreneurship': 14, 'Life Lessons': 3, 'Self Improvement': 10, 'Coronavirus': 10, 'Health': 27, 'Mental Health': 19, 'Psychology': 22, 'Science': 19, 'Entertainment': 6, 'Self-awareness': 5, 'Self': 2}, 3: {'Business': 33, 'Technology': 54, 'CLUSTER': 4, 'Marketing': 27, 'Entrepreneurship': 32, 'Storytelling': 6, 'Self Improvement': 20, 'Productivity': 55, 'Work': 8, 'Art': 64, 'Writing': 68, 'Life Lessons': 4, 'Life': 6, 'Health': 43, 'Science': 37, 'Psychology': 37, 'Lifestyle': 6, 'Coronavirus': 13, 'Mental Health': 32, 'Writing Tips': 5, 'Society': 11, 'Entertainment': 8, 'Culture': 9, 'Books': 14, 'Relationships': 4, 'Education': 2, 'Self-awareness': 6, 'Climate Change': 3, 'Food': 1, 'Covid 19': 6, 'Self': 3, 'LGBTQ': 1, 'Finance': 1}}",
