,dataset,embedding_model,agg_method,similarity,edge constructor,clusterer,depth,connected_nodes,percentage_connected,tag_counts,degree_of_separation
59,medium1k_200,mpnet,mean,cosine,knn70,gmm70,3.0,198.0,0.731,"{1: {'Mental Health': 2, 'Health': 2, 'Self Improvement': 2, 'Science': 1}, 2: {'Productivity': 20, 'Health': 27, 'CLUSTER': 69, 'Mental Health': 22, 'Science': 22, 'Self Improvement': 10, 'Psychology': 26}, 3: {'Productivity': 62, 'Health': 47, 'Entrepreneurship': 34, 'Science': 43, 'Self Improvement': 19, 'Mental Health': 36, 'Psychology': 42, 'Lifestyle': 8, 'Technology': 56, 'Work': 10, 'Life': 6, 'Business': 34, 'Art': 71, 'Coronavirus': 14, 'Life Lessons': 5, 'Writing': 71, 'Books': 14, 'Self-awareness': 7, 'Self': 4, 'Writing Tips': 5, 'Education': 2, 'Marketing': 27, 'Culture': 9, 'Relationships': 4, 'Society': 11, 'Covid 19': 6, 'LGBTQ': 1, 'Entertainment': 9, 'Finance': 1, 'Storytelling': 6, 'Food': 1, 'Climate Change': 4}}",
60,medium1k_200,mpnet,mean,cosine,knn_mst50,kmeans50,1.0,7.0,0.028,"{1: {'Writing': 2, 'Art': 5, 'Psychology': 4}, 2: {'Productivity': 15, 'Work': 5, 'Art': 17, 'CLUSTER': 49, 'Writing': 12, 'Business': 15, 'Technology': 29, 'Entrepreneurship': 12, 'Coronavirus': 6, 'Health': 23, 'Science': 20, 'Mental Health': 18, 'Psychology': 21, 'Entertainment': 6, 'Life Lessons': 3, 'Books': 6}, 3: {'Productivity': 56, 'Marketing': 27, 'Art': 66, 'Writing': 69, 'Writing Tips': 5, 'Business': 33, 'Entrepreneurship': 33, 'Technology': 55, 'Work': 8, 'Coronavirus': 13, 'Health': 47, 'Life': 6, 'Science': 41, 'Covid 19': 6, 'Self': 4, 'Mental Health': 36, 'Psychology': 39, 'Entertainment': 8, 'Society': 11, 'Culture': 9, 'Self Improvement': 21, 'Life Lessons': 4, 'Relationships': 4, 'Self-awareness': 7, 'LGBTQ': 1, 'Lifestyle': 8, 'Climate Change': 4, 'Storytelling': 6, 'Books': 13, 'Education': 2, 'Finance': 1, 'Food': 1}}",
61,medium1k_200,mpnet,mean,cosine,knn_mst50,kmeans50,2.0,49.0,0.195,"{1: {'Writing': 2, 'Art': 5, 'Psychology': 4}, 2: {'Productivity': 15, 'Work': 5, 'Art': 17, 'CLUSTER': 49, 'Writing': 12, 'Business': 15, 'Technology': 29, 'Entrepreneurship': 12, 'Coronavirus': 6, 'Health': 23, 'Science': 20, 'Mental Health': 18, 'Psychology': 21, 'Entertainment': 6, 'Life Lessons': 3, 'Books': 6}, 3: {'Productivity': 56, 'Marketing': 27, 'Art': 66, 'Writing': 69, 'Writing Tips': 5, 'Business': 33, 'Entrepreneurship': 33, 'Technology': 55, 'Work': 8, 'Coronavirus': 13, 'Health': 47, 'Life': 6, 'Science': 41, 'Covid 19': 6, 'Self': 4, 'Mental Health': 36, 'Psychology': 39, 'Entertainment': 8, 'Society': 11, 'Culture': 9, 'Self Improvement': 21, 'Life Lessons': 4, 'Relationships': 4, 'Self-awareness': 7, 'LGBTQ': 1, 'Lifestyle': 8, 'Climate Change': 4, 'Storytelling': 6, 'Books': 13, 'Education': 2, 'Finance': 1, 'Food': 1}}",
62,medium1k_200,mpnet,mean,cosine,knn_mst50,kmeans50,3.0,191.0,0.761,"{1: {'Writing': 2, 'Art': 5, 'Psychology': 4}, 2: {'Productivity': 15, 'Work': 5, 'Art': 17, 'CLUSTER': 49, 'Writing': 12, 'Business': 15, 'Technology': 29, 'Entrepreneurship': 12, 'Coronavirus': 6, 'Health': 23, 'Science': 20, 'Mental Health': 18, 'Psychology': 21, 'Entertainment': 6, 'Life Lessons': 3, 'Books': 6}, 3: {'Productivity': 56, 'Marketing': 27, 'Art': 66, 'Writing': 69, 'Writing Tips': 5, 'Business': 33, 'Entrepreneurship': 33, 'Technology': 55, 'Work': 8, 'Coronavirus': 13, 'Health': 47, 'Life': 6, 'Science': 41, 'Covid 19': 6, 'Self': 4, 'Mental Health': 36, 'Psychology': 39, 'Entertainment': 8, 'Society': 11, 'Culture': 9, 'Self Improvement': 21, 'Life Lessons': 4, 'Relationships': 4, 'Self-awareness': 7, 'LGBTQ': 1, 'Lifestyle': 8, 'Climate Change': 4, 'Storytelling': 6, 'Books': 13, 'Education': 2, 'Finance': 1, 'Food': 1}}",
63,medium1k_200,mpnet,mean,cosine,knn_mst50,kmeans70,1.0,5.0,0.018,"{1: {'Art': 4, 'Psychology': 3, 'Writing': 1}, 2: {'Coronavirus': 6, 'Technology': 32, 'Science': 23, 'CLUSTER': 68, 'Health': 26, 'Mental Health': 22, 'Psychology': 22, 'Entertainment': 6, 'Productivity': 18, 'Art': 25, 'Writing': 19, 'Business': 19, 'Entrepreneurship': 17, 'Work': 8, 'Life Lessons': 4}, 3: {'Climate Change': 4, 'Technology': 55, 'Science': 42, 'Coronavirus': 13, 'Society': 11, 'CLUSTER': 1, 'Mental Health': 37, 'Health': 47, 'Psychology': 40, 'Covid 19': 6, 'Culture': 9, 'Lifestyle': 8, 'Entertainment': 8, 'Writing': 70, 'Entrepreneurship': 33, 'Marketing': 27, 'Business': 33, 'Productivity': 59, 'Art': 67, 'Work': 9, 'Self-awareness': 7, 'Finance': 1, 'Writing Tips': 5, 'Self Improvement': 21, 'Books': 14, 'Storytelling': 6, 'Self': 4, 'Life': 6, 'Education': 2, 'Relationships': 4, 'Food': 1, 'Life Lessons': 4, 'LGBTQ': 1}}",
64,medium1k_200,mpnet,mean,cosine,knn_mst50,kmeans70,2.0,68.0,0.251,"{1: {'Art': 4, 'Psychology': 3, 'Writing': 1}, 2: {'Coronavirus': 6, 'Technology': 32, 'Science': 23, 'CLUSTER': 68, 'Health': 26, 'Mental Health': 22, 'Psychology': 22, 'Entertainment': 6, 'Productivity': 18, 'Art': 25, 'Writing': 19, 'Business': 19, 'Entrepreneurship': 17, 'Work': 8, 'Life Lessons': 4}, 3: {'Climate Change': 4, 'Technology': 55, 'Science': 42, 'Coronavirus': 13, 'Society': 11, 'CLUSTER': 1, 'Mental Health': 37, 'Health': 47, 'Psychology': 40, 'Covid 19': 6, 'Culture': 9, 'Lifestyle': 8, 'Entertainment': 8, 'Writing': 70, 'Entrepreneurship': 33, 'Marketing': 27, 'Business': 33, 'Productivity': 59, 'Art': 67, 'Work': 9, 'Self-awareness': 7, 'Finance': 1, 'Writing Tips': 5, 'Self Improvement': 21, 'Books': 14, 'Storytelling': 6, 'Self': 4, 'Life': 6, 'Education': 2, 'Relationships': 4, 'Food': 1, 'Life Lessons': 4, 'LGBTQ': 1}}",
65,medium1k_200,mpnet,mean,cosine,knn_mst50,kmeans70,3.0,194.0,0.716,"{1: {'Art': 4, 'Psychology': 3, 'Writing': 1}, 2: {'Coronavirus': 6, 'Technology': 32, 'Science': 23, 'CLUSTER': 68, 'Health': 26, 'Mental Health': 22, 'Psychology': 22, 'Entertainment': 6, 'Productivity': 18, 'Art': 25, 'Writing': 19, 'Business': 19, 'Entrepreneurship': 17, 'Work': 8, 'Life Lessons': 4}, 3: {'Climate Change': 4, 'Technology': 55, 'Science': 42, 'Coronavirus': 13, 'Society': 11, 'CLUSTER': 1, 'Mental Health': 37, 'Health': 47, 'Psychology': 40, 'Covid 19': 6, 'Culture': 9, 'Lifestyle': 8, 'Entertainment': 8, 'Writing': 70, 'Entrepreneurship': 33, 'Marketing': 27, 'Business': 33, 'Productivity': 59, 'Art': 67, 'Work': 9, 'Self-awareness': 7, 'Finance': 1, 'Writing Tips': 5, 'Self Improvement': 21, 'Books': 14, 'Storytelling': 6, 'Self': 4, 'Life': 6, 'Education': 2, 'Relationships': 4, 'Food': 1, 'Life Lessons': 4, 'LGBTQ': 1}}",
66,medium1k_200,mpnet,mean,cosine,knn_mst50,gmm50,1.0,4.0,0.016,"{1: {'Health': 4, 'Science': 3, 'Self Improvement': 3, 'Mental Health': 3}, 2: {'Health': 22, 'CLUSTER': 49, 'Mental Health': 17, 'Psychology': 18, 'Science': 16, 'Productivity': 16, 'Entrepreneurship': 11, 'Self Improvement': 11}, 3: {'Mental Health': 35, 'Health': 45, 'Science': 41, 'Psychology': 42, 'Technology': 56, 'Entertainment': 9, 'Business': 34, 'Art': 71, 'Lifestyle': 8, 'Coronavirus': 14, 'Writing': 71, 'Entrepreneurship': 33, 'Marketing': 27, 'Productivity': 61, 'Books': 14, 'Work': 10, 'Self-awareness': 7, 'Self Improvement': 18, 'Life': 6, 'Storytelling': 6, 'Life Lessons': 5, 'Self': 4, 'Writing Tips': 5, 'Culture': 9, 'Society': 11, 'Education': 2, 'Relationships': 4, 'Covid 19': 6, 'Climate Change': 4, 'Food': 1, 'LGBTQ': 1, 'Finance': 1}}",
67,medium1k_200,mpnet,mean,cosine,knn_mst50,gmm50,2.0,49.0,0.195,"{1: {'Health': 4, 'Science': 3, 'Self Improvement': 3, 'Mental Health': 3}, 2: {'Health': 22, 'CLUSTER': 49, 'Mental Health': 17, 'Psychology': 18, 'Science': 16, 'Productivity': 16, 'Entrepreneurship': 11, 'Self Improvement': 11}, 3: {'Mental Health': 35, 'Health': 45, 'Science': 41, 'Psychology': 42, 'Technology': 56, 'Entertainment': 9, 'Business': 34, 'Art': 71, 'Lifestyle': 8, 'Coronavirus': 14, 'Writing': 71, 'Entrepreneurship': 33, 'Marketing': 27, 'Productivity': 61, 'Books': 14, 'Work': 10, 'Self-awareness': 7, 'Self Improvement': 18, 'Life': 6, 'Storytelling': 6, 'Life Lessons': 5, 'Self': 4, 'Writing Tips': 5, 'Culture': 9, 'Society': 11, 'Education': 2, 'Relationships': 4, 'Covid 19': 6, 'Climate Change': 4, 'Food': 1, 'LGBTQ': 1, 'Finance': 1}}",
68,medium1k_200,mpnet,mean,cosine,knn_mst50,gmm50,3.0,196.0,0.781,"{1: {'Health': 4, 'Science': 3, 'Self Improvement': 3, 'Mental Health': 3}, 2: {'Health': 22, 'CLUSTER': 49, 'Mental Health': 17, 'Psychology': 18, 'Science': 16, 'Productivity': 16, 'Entrepreneurship': 11, 'Self Improvement': 11}, 3: {'Mental Health': 35, 'Health': 45, 'Science': 41, 'Psychology': 42, 'Technology': 56, 'Entertainment': 9, 'Business': 34, 'Art': 71, 'Lifestyle': 8, 'Coronavirus': 14, 'Writing': 71, 'Entrepreneurship': 33, 'Marketing': 27, 'Productivity': 61, 'Books': 14, 'Work': 10, 'Self-awareness': 7, 'Self Improvement': 18, 'Life': 6, 'Storytelling': 6, 'Life Lessons': 5, 'Self': 4, 'Writing Tips': 5, 'Culture': 9, 'Society': 11, 'Education': 2, 'Relationships': 4, 'Covid 19': 6, 'Climate Change': 4, 'Food': 1, 'LGBTQ': 1, 'Finance': 1}}",
69,medium1k_200,mpnet,mean,cosine,knn_mst50,gmm70,1.0,7.0,0.026,"{1: {'Mental Health': 2, 'Health': 2, 'Self Improvement': 2, 'Science': 1, 'Technology': 5}, 2: {'CLUSTER': 54, 'Productivity': 18, 'Psychology': 25, 'Self Improvement': 10, 'Health': 24, 'Mental Health': 21, 'Science': 21}, 3: {'Writing': 71, 'Productivity': 62, 'Art': 71, 'Entrepreneurship': 34, 'Marketing': 27, 'Writing Tips': 5, 'CLUSTER': 15, 'Psychology': 41, 'Self-awareness': 7, 'Self Improvement': 19, 'Mental Health': 35, 'Health': 45, 'Science': 43, 'Climate Change': 4, 'Technology': 44, 'Business': 29, 'Entertainment': 9, 'Life': 5, 'Coronavirus': 13, 'Life Lessons': 4, 'Books': 14, 'Self': 4, 'Education': 2, 'Covid 19': 6, 'Society': 11, 'Culture': 8, 'Lifestyle': 8, 'Work': 10, 'Storytelling': 5, 'Relationships': 4, 'LGBTQ': 1, 'Finance': 1, 'Food': 1}}",
70,medium1k_200,mpnet,mean,cosine,knn_mst50,gmm70,2.0,54.0,0.199,"{1: {'Mental Health': 2, 'Health': 2, 'Self Improvement': 2, 'Science': 1, 'Technology': 5}, 2: {'CLUSTER': 54, 'Productivity': 18, 'Psychology': 25, 'Self Improvement': 10, 'Health': 24, 'Mental Health': 21, 'Science': 21}, 3: {'Writing': 71, 'Productivity': 62, 'Art': 71, 'Entrepreneurship': 34, 'Marketing': 27, 'Writing Tips': 5, 'CLUSTER': 15, 'Psychology': 41, 'Self-awareness': 7, 'Self Improvement': 19, 'Mental Health': 35, 'Health': 45, 'Science': 43, 'Climate Change': 4, 'Technology': 44, 'Business': 29, 'Entertainment': 9, 'Life': 5, 'Coronavirus': 13, 'Life Lessons': 4, 'Books': 14, 'Self': 4, 'Education': 2, 'Covid 19': 6, 'Society': 11, 'Culture': 8, 'Lifestyle': 8, 'Work': 10, 'Storytelling': 5, 'Relationships': 4, 'LGBTQ': 1, 'Finance': 1, 'Food': 1}}",
71,medium1k_200,mpnet,mean,cosine,knn_mst50,gmm70,3.0,193.0,0.712,"{1: {'Mental Health': 2, 'Health': 2, 'Self Improvement': 2, 'Science': 1, 'Technology': 5}, 2: {'CLUSTER': 54, 'Productivity': 18, 'Psychology': 25, 'Self Improvement': 10, 'Health': 24, 'Mental Health': 21, 'Science': 21}, 3: {'Writing': 71, 'Productivity': 62, 'Art': 71, 'Entrepreneurship': 34, 'Marketing': 27, 'Writing Tips': 5, 'CLUSTER': 15, 'Psychology': 41, 'Self-awareness': 7, 'Self Improvement': 19, 'Mental Health': 35, 'Health': 45, 'Science': 43, 'Climate Change': 4, 'Technology': 44, 'Business': 29, 'Entertainment': 9, 'Life': 5, 'Coronavirus': 13, 'Life Lessons': 4, 'Books': 14, 'Self': 4, 'Education': 2, 'Covid 19': 6, 'Society': 11, 'Culture': 8, 'Lifestyle': 8, 'Work': 10, 'Storytelling': 5, 'Relationships': 4, 'LGBTQ': 1, 'Finance': 1, 'Food': 1}}",
72,medium1k_200,mpnet,mean,cosine,knn_mst70,kmeans50,1.0,7.0,0.028,"{1: {'Writing': 2, 'Art': 5, 'Psychology': 4}, 2: {'Productivity': 15, 'Work': 5, 'Art': 17, 'CLUSTER': 49, 'Writing': 12, 'Business': 15, 'Technology': 29, 'Entrepreneurship': 12, 'Coronavirus': 6, 'Health': 23, 'Science': 20, 'Mental Health': 18, 'Psychology': 21, 'Entertainment': 6, 'Life Lessons': 3, 'Books': 6}, 3: {'Productivity': 56, 'Marketing': 27, 'Art': 66, 'Writing': 69, 'Writing Tips': 5, 'Business': 33, 'Entrepreneurship': 33, 'Technology': 55, 'Work': 8, 'Coronavirus': 13, 'Health': 47, 'Life': 6, 'Science': 41, 'Covid 19': 6, 'Self': 4, 'Mental Health': 36, 'Psychology': 39, 'Entertainment': 8, 'Society': 11, 'Culture': 9, 'Self Improvement': 21, 'Life Lessons': 4, 'Relationships': 4, 'Self-awareness': 7, 'LGBTQ': 1, 'Lifestyle': 8, 'Climate Change': 4, 'Storytelling': 6, 'Books': 13, 'Education': 2, 'Finance': 1, 'Food': 1}}",
73,medium1k_200,mpnet,mean,cosine,knn_mst70,kmeans50,2.0,49.0,0.195,"{1: {'Writing': 2, 'Art': 5, 'Psychology': 4}, 2: {'Productivity': 15, 'Work': 5, 'Art': 17, 'CLUSTER': 49, 'Writing': 12, 'Business': 15, 'Technology': 29, 'Entrepreneurship': 12, 'Coronavirus': 6, 'Health': 23, 'Science': 20, 'Mental Health': 18, 'Psychology': 21, 'Entertainment': 6, 'Life Lessons': 3, 'Books': 6}, 3: {'Productivity': 56, 'Marketing': 27, 'Art': 66, 'Writing': 69, 'Writing Tips': 5, 'Business': 33, 'Entrepreneurship': 33, 'Technology': 55, 'Work': 8, 'Coronavirus': 13, 'Health': 47, 'Life': 6, 'Science': 41, 'Covid 19': 6, 'Self': 4, 'Mental Health': 36, 'Psychology': 39, 'Entertainment': 8, 'Society': 11, 'Culture': 9, 'Self Improvement': 21, 'Life Lessons': 4, 'Relationships': 4, 'Self-awareness': 7, 'LGBTQ': 1, 'Lifestyle': 8, 'Climate Change': 4, 'Storytelling': 6, 'Books': 13, 'Education': 2, 'Finance': 1, 'Food': 1}}",
74,medium1k_200,mpnet,mean,cosine,knn_mst70,kmeans50,3.0,191.0,0.761,"{1: {'Writing': 2, 'Art': 5, 'Psychology': 4}, 2: {'Productivity': 15, 'Work': 5, 'Art': 17, 'CLUSTER': 49, 'Writing': 12, 'Business': 15, 'Technology': 29, 'Entrepreneurship': 12, 'Coronavirus': 6, 'Health': 23, 'Science': 20, 'Mental Health': 18, 'Psychology': 21, 'Entertainment': 6, 'Life Lessons': 3, 'Books': 6}, 3: {'Productivity': 56, 'Marketing': 27, 'Art': 66, 'Writing': 69, 'Writing Tips': 5, 'Business': 33, 'Entrepreneurship': 33, 'Technology': 55, 'Work': 8, 'Coronavirus': 13, 'Health': 47, 'Life': 6, 'Science': 41, 'Covid 19': 6, 'Self': 4, 'Mental Health': 36, 'Psychology': 39, 'Entertainment': 8, 'Society': 11, 'Culture': 9, 'Self Improvement': 21, 'Life Lessons': 4, 'Relationships': 4, 'Self-awareness': 7, 'LGBTQ': 1, 'Lifestyle': 8, 'Climate Change': 4, 'Storytelling': 6, 'Books': 13, 'Education': 2, 'Finance': 1, 'Food': 1}}",
75,medium1k_200,mpnet,mean,cosine,knn_mst70,kmeans70,1.0,5.0,0.018,"{1: {'Art': 4, 'Psychology': 3, 'Writing': 1}, 2: {'Coronavirus': 6, 'Technology': 33, 'Science': 23, 'CLUSTER': 69, 'Health': 26, 'Mental Health': 22, 'Psychology': 22, 'Entertainment': 6, 'Productivity': 18, 'Art': 25, 'Writing': 19, 'Business': 19, 'Entrepreneurship': 17, 'Work': 8, 'Life Lessons': 4}, 3: {'Climate Change': 4, 'Technology': 55, 'Science': 42, 'Coronavirus': 13, 'Society': 11, 'Mental Health': 37, 'Health': 47, 'Psychology': 40, 'Covid 19': 6, 'Culture': 9, 'Lifestyle': 8, 'Entertainment': 8, 'Writing': 70, 'Entrepreneurship': 33, 'Marketing': 27, 'Business': 33, 'Productivity': 59, 'Art': 67, 'Work': 9, 'Self-awareness': 7, 'Finance': 1, 'Writing Tips': 5, 'Self Improvement': 21, 'Books': 14, 'Storytelling': 6, 'Life': 6, 'Education': 2, 'Self': 4, 'Relationships': 4, 'Food': 1, 'Life Lessons': 4, 'LGBTQ': 1}}",
76,medium1k_200,mpnet,mean,cosine,knn_mst70,kmeans70,2.0,69.0,0.255,"{1: {'Art': 4, 'Psychology': 3, 'Writing': 1}, 2: {'Coronavirus': 6, 'Technology': 33, 'Science': 23, 'CLUSTER': 69, 'Health': 26, 'Mental Health': 22, 'Psychology': 22, 'Entertainment': 6, 'Productivity': 18, 'Art': 25, 'Writing': 19, 'Business': 19, 'Entrepreneurship': 17, 'Work': 8, 'Life Lessons': 4}, 3: {'Climate Change': 4, 'Technology': 55, 'Science': 42, 'Coronavirus': 13, 'Society': 11, 'Mental Health': 37, 'Health': 47, 'Psychology': 40, 'Covid 19': 6, 'Culture': 9, 'Lifestyle': 8, 'Entertainment': 8, 'Writing': 70, 'Entrepreneurship': 33, 'Marketing': 27, 'Business': 33, 'Productivity': 59, 'Art': 67, 'Work': 9, 'Self-awareness': 7, 'Finance': 1, 'Writing Tips': 5, 'Self Improvement': 21, 'Books': 14, 'Storytelling': 6, 'Life': 6, 'Education': 2, 'Self': 4, 'Relationships': 4, 'Food': 1, 'Life Lessons': 4, 'LGBTQ': 1}}",
77,medium1k_200,mpnet,mean,cosine,knn_mst70,kmeans70,3.0,194.0,0.716,"{1: {'Art': 4, 'Psychology': 3, 'Writing': 1}, 2: {'Coronavirus': 6, 'Technology': 33, 'Science': 23, 'CLUSTER': 69, 'Health': 26, 'Mental Health': 22, 'Psychology': 22, 'Entertainment': 6, 'Productivity': 18, 'Art': 25, 'Writing': 19, 'Business': 19, 'Entrepreneurship': 17, 'Work': 8, 'Life Lessons': 4}, 3: {'Climate Change': 4, 'Technology': 55, 'Science': 42, 'Coronavirus': 13, 'Society': 11, 'Mental Health': 37, 'Health': 47, 'Psychology': 40, 'Covid 19': 6, 'Culture': 9, 'Lifestyle': 8, 'Entertainment': 8, 'Writing': 70, 'Entrepreneurship': 33, 'Marketing': 27, 'Business': 33, 'Productivity': 59, 'Art': 67, 'Work': 9, 'Self-awareness': 7, 'Finance': 1, 'Writing Tips': 5, 'Self Improvement': 21, 'Books': 14, 'Storytelling': 6, 'Life': 6, 'Education': 2, 'Self': 4, 'Relationships': 4, 'Food': 1, 'Life Lessons': 4, 'LGBTQ': 1}}",
78,medium1k_200,mpnet,mean,cosine,knn_mst70,gmm50,1.0,4.0,0.016,"{1: {'Health': 4, 'Science': 3, 'Self Improvement': 3, 'Mental Health': 3}, 2: {'Health': 22, 'CLUSTER': 49, 'Mental Health': 17, 'Psychology': 18, 'Science': 16, 'Productivity': 16, 'Entrepreneurship': 11, 'Self Improvement': 11}, 3: {'Mental Health': 35, 'Health': 45, 'Science': 41, 'Psychology': 42, 'Technology': 56, 'Entertainment': 9, 'Business': 34, 'Art': 71, 'Lifestyle': 8, 'Coronavirus': 14, 'Writing': 71, 'Entrepreneurship': 33, 'Marketing': 27, 'Productivity': 61, 'Books': 14, 'Work': 10, 'Self-awareness': 7, 'Self Improvement': 18, 'Life': 6, 'Storytelling': 6, 'Life Lessons': 5, 'Self': 4, 'Writing Tips': 5, 'Culture': 9, 'Society': 11, 'Education': 2, 'Relationships': 4, 'Covid 19': 6, 'Climate Change': 4, 'Food': 1, 'LGBTQ': 1, 'Finance': 1}}",
79,medium1k_200,mpnet,mean,cosine,knn_mst70,gmm50,2.0,49.0,0.195,"{1: {'Health': 4, 'Science': 3, 'Self Improvement': 3, 'Mental Health': 3}, 2: {'Health': 22, 'CLUSTER': 49, 'Mental Health': 17, 'Psychology': 18, 'Science': 16, 'Productivity': 16, 'Entrepreneurship': 11, 'Self Improvement': 11}, 3: {'Mental Health': 35, 'Health': 45, 'Science': 41, 'Psychology': 42, 'Technology': 56, 'Entertainment': 9, 'Business': 34, 'Art': 71, 'Lifestyle': 8, 'Coronavirus': 14, 'Writing': 71, 'Entrepreneurship': 33, 'Marketing': 27, 'Productivity': 61, 'Books': 14, 'Work': 10, 'Self-awareness': 7, 'Self Improvement': 18, 'Life': 6, 'Storytelling': 6, 'Life Lessons': 5, 'Self': 4, 'Writing Tips': 5, 'Culture': 9, 'Society': 11, 'Education': 2, 'Relationships': 4, 'Covid 19': 6, 'Climate Change': 4, 'Food': 1, 'LGBTQ': 1, 'Finance': 1}}",
80,medium1k_200,mpnet,mean,cosine,knn_mst70,gmm50,3.0,196.0,0.781,"{1: {'Health': 4, 'Science': 3, 'Self Improvement': 3, 'Mental Health': 3}, 2: {'Health': 22, 'CLUSTER': 49, 'Mental Health': 17, 'Psychology': 18, 'Science': 16, 'Productivity': 16, 'Entrepreneurship': 11, 'Self Improvement': 11}, 3: {'Mental Health': 35, 'Health': 45, 'Science': 41, 'Psychology': 42, 'Technology': 56, 'Entertainment': 9, 'Business': 34, 'Art': 71, 'Lifestyle': 8, 'Coronavirus': 14, 'Writing': 71, 'Entrepreneurship': 33, 'Marketing': 27, 'Productivity': 61, 'Books': 14, 'Work': 10, 'Self-awareness': 7, 'Self Improvement': 18, 'Life': 6, 'Storytelling': 6, 'Life Lessons': 5, 'Self': 4, 'Writing Tips': 5, 'Culture': 9, 'Society': 11, 'Education': 2, 'Relationships': 4, 'Covid 19': 6, 'Climate Change': 4, 'Food': 1, 'LGBTQ': 1, 'Finance': 1}}",
81,medium1k_200,mpnet,mean,cosine,knn_mst70,gmm70,1.0,2.0,0.007,"{1: {'Mental Health': 2, 'Health': 2, 'Self Improvement': 2, 'Science': 1}, 2: {'CLUSTER': 69, 'Productivity': 20, 'Psychology': 26, 'Self Improvement': 10, 'Health': 27, 'Mental Health': 22, 'Science': 22}, 3: {'Writing': 71, 'Productivity': 62, 'Art': 71, 'Entrepreneurship': 34, 'Marketing': 27, 'Writing Tips': 5, 'Psychology': 42, 'Self-awareness': 7, 'Self Improvement': 19, 'Business': 34, 'Mental Health': 36, 'Health': 47, 'Science': 43, 'Climate Change': 4, 'Technology': 56, 'Coronavirus': 14, 'Life': 6, 'Society': 11, 'Culture': 9, 'Books': 14, 'Entertainment': 9, 'Life Lessons': 5, 'Self': 4, 'Education': 2, 'Covid 19': 6, 'Lifestyle': 8, 'Work': 10, 'Storytelling': 6, 'Relationships': 4, 'LGBTQ': 1, 'Finance': 1, 'Food': 1}}",
82,medium1k_200,mpnet,mean,cosine,knn_mst70,gmm70,2.0,69.0,0.255,"{1: {'Mental Health': 2, 'Health': 2, 'Self Improvement': 2, 'Science': 1}, 2: {'CLUSTER': 69, 'Productivity': 20, 'Psychology': 26, 'Self Improvement': 10, 'Health': 27, 'Mental Health': 22, 'Science': 22}, 3: {'Writing': 71, 'Productivity': 62, 'Art': 71, 'Entrepreneurship': 34, 'Marketing': 27, 'Writing Tips': 5, 'Psychology': 42, 'Self-awareness': 7, 'Self Improvement': 19, 'Business': 34, 'Mental Health': 36, 'Health': 47, 'Science': 43, 'Climate Change': 4, 'Technology': 56, 'Coronavirus': 14, 'Life': 6, 'Society': 11, 'Culture': 9, 'Books': 14, 'Entertainment': 9, 'Life Lessons': 5, 'Self': 4, 'Education': 2, 'Covid 19': 6, 'Lifestyle': 8, 'Work': 10, 'Storytelling': 6, 'Relationships': 4, 'LGBTQ': 1, 'Finance': 1, 'Food': 1}}",
83,medium1k_200,mpnet,mean,cosine,knn_mst70,gmm70,3.0,198.0,0.731,"{1: {'Mental Health': 2, 'Health': 2, 'Self Improvement': 2, 'Science': 1}, 2: {'CLUSTER': 69, 'Productivity': 20, 'Psychology': 26, 'Self Improvement': 10, 'Health': 27, 'Mental Health': 22, 'Science': 22}, 3: {'Writing': 71, 'Productivity': 62, 'Art': 71, 'Entrepreneurship': 34, 'Marketing': 27, 'Writing Tips': 5, 'Psychology': 42, 'Self-awareness': 7, 'Self Improvement': 19, 'Business': 34, 'Mental Health': 36, 'Health': 47, 'Science': 43, 'Climate Change': 4, 'Technology': 56, 'Coronavirus': 14, 'Life': 6, 'Society': 11, 'Culture': 9, 'Books': 14, 'Entertainment': 9, 'Life Lessons': 5, 'Self': 4, 'Education': 2, 'Covid 19': 6, 'Lifestyle': 8, 'Work': 10, 'Storytelling': 6, 'Relationships': 4, 'LGBTQ': 1, 'Finance': 1, 'Food': 1}}",
84,medium1k_200,mpnet,mean,cosine,threshold0.5,kmeans50,1.0,7.0,0.028,"{1: {'Art': 5, 'Writing': 2, 'Psychology': 4}, 2: {'Productivity': 15, 'Work': 5, 'Art': 17, 'CLUSTER': 47, 'Writing': 12, 'Entrepreneurship': 12, 'Psychology': 21, 'Coronavirus': 6, 'Health': 23, 'Mental Health': 18, 'Science': 20, 'Technology': 27, 'Business': 15, 'Life Lessons': 3, 'Books': 6, 'Entertainment': 6}, 3: {'Productivity': 56, 'Work': 8, 'Art': 66, 'Writing': 69, 'Entrepreneurship': 33, 'Marketing': 27, 'Self-awareness': 7, 'Finance': 1, 'Self Improvement': 21, 'Writing Tips': 5, 'Psychology': 39, 'Coronavirus': 13, 'Mental Health': 36, 'Science': 41, 'Health': 47, 'Covid 19': 6, 'Society': 11, 'Culture': 9, 'CLUSTER': 2, 'LGBTQ': 1, 'Technology': 53, 'Business': 33, 'Books': 13, 'Life': 6, 'Storytelling': 6, 'Life Lessons': 4, 'Self': 4, 'Lifestyle': 8, 'Climate Change': 4, 'Entertainment': 8, 'Relationships': 4, 'Education': 2, 'Food': 1}}",
