,dataset,embedding_model,agg_method,similarity,edge constructor,clusterer,depth,connected_nodes,percentage_connected,tag_counts,degree_of_separation
69,medium1k_200,nomic,mean,cosine,knn_mst50,gmm70,1.0,3.0,0.011,"{1: {'Productivity': 1, 'Health': 1, 'Mental Health': 1, 'Psychology': 1, 'Self Improvement': 1, 'Technology': 2, 'Science': 1}, 2: {'CLUSTER': 50, 'Mental Health': 19, 'Health': 21, 'Productivity': 12, 'Self Improvement': 8, 'Psychology': 21}, 3: {'Mental Health': 37, 'Health': 48, 'Science': 43, 'CLUSTER': 19, 'Writing': 70, 'Productivity': 60, 'Art': 69, 'Books': 13, 'Entrepreneurship': 33, 'Self Improvement': 20, 'Life': 6, 'Education': 2, 'Self-awareness': 7, 'Psychology': 40, 'Technology': 42, 'Society': 11, 'Culture': 8, 'Relationships': 3, 'Entertainment': 9, 'Self': 4, 'Business': 32, 'Marketing': 27, 'Storytelling': 6, 'Work': 10, 'Lifestyle': 4, 'Coronavirus': 14, 'Life Lessons': 4, 'Finance': 1, 'Writing Tips': 5, 'Climate Change': 3, 'Covid 19': 6, 'Food': 1, 'LGBTQ': 1}}",
70,medium1k_200,nomic,mean,cosine,knn_mst50,gmm70,2.0,50.0,0.185,"{1: {'Productivity': 1, 'Health': 1, 'Mental Health': 1, 'Psychology': 1, 'Self Improvement': 1, 'Technology': 2, 'Science': 1}, 2: {'CLUSTER': 50, 'Mental Health': 19, 'Health': 21, 'Productivity': 12, 'Self Improvement': 8, 'Psychology': 21}, 3: {'Mental Health': 37, 'Health': 48, 'Science': 43, 'CLUSTER': 19, 'Writing': 70, 'Productivity': 60, 'Art': 69, 'Books': 13, 'Entrepreneurship': 33, 'Self Improvement': 20, 'Life': 6, 'Education': 2, 'Self-awareness': 7, 'Psychology': 40, 'Technology': 42, 'Society': 11, 'Culture': 8, 'Relationships': 3, 'Entertainment': 9, 'Self': 4, 'Business': 32, 'Marketing': 27, 'Storytelling': 6, 'Work': 10, 'Lifestyle': 4, 'Coronavirus': 14, 'Life Lessons': 4, 'Finance': 1, 'Writing Tips': 5, 'Climate Change': 3, 'Covid 19': 6, 'Food': 1, 'LGBTQ': 1}}",
71,medium1k_200,nomic,mean,cosine,knn_mst50,gmm70,3.0,197.0,0.727,"{1: {'Productivity': 1, 'Health': 1, 'Mental Health': 1, 'Psychology': 1, 'Self Improvement': 1, 'Technology': 2, 'Science': 1}, 2: {'CLUSTER': 50, 'Mental Health': 19, 'Health': 21, 'Productivity': 12, 'Self Improvement': 8, 'Psychology': 21}, 3: {'Mental Health': 37, 'Health': 48, 'Science': 43, 'CLUSTER': 19, 'Writing': 70, 'Productivity': 60, 'Art': 69, 'Books': 13, 'Entrepreneurship': 33, 'Self Improvement': 20, 'Life': 6, 'Education': 2, 'Self-awareness': 7, 'Psychology': 40, 'Technology': 42, 'Society': 11, 'Culture': 8, 'Relationships': 3, 'Entertainment': 9, 'Self': 4, 'Business': 32, 'Marketing': 27, 'Storytelling': 6, 'Work': 10, 'Lifestyle': 4, 'Coronavirus': 14, 'Life Lessons': 4, 'Finance': 1, 'Writing Tips': 5, 'Climate Change': 3, 'Covid 19': 6, 'Food': 1, 'LGBTQ': 1}}",
72,medium1k_200,nomic,mean,cosine,knn_mst70,kmeans50,1.0,11.0,0.044,"{1: {'Writing': 5, 'Art': 8, 'Psychology': 5}, 2: {'Productivity': 12, 'Work': 4, 'Health': 25, 'Art': 17, 'CLUSTER': 49, 'Writing': 16, 'Mental Health': 18, 'Business': 14, 'Technology': 26, 'Entrepreneurship': 12, 'Psychology': 20, 'Books': 8, 'Science': 19, 'Entertainment': 7, 'Life': 4}, 3: {'Productivity': 52, 'Marketing': 27, 'Writing': 66, 'Entrepreneurship': 32, 'Books': 13, 'Business': 33, 'Technology': 54, 'Work': 7, 'Mental Health': 35, 'Psychology': 38, 'Art': 63, 'Health': 47, 'Self Improvement': 21, 'Writing Tips': 5, 'Coronavirus': 14, 'Covid 19': 6, 'Science': 41, 'Food': 1, 'Lifestyle': 8, 'Climate Change': 4, 'Entertainment': 8, 'Culture': 9, 'Society': 11, 'Self': 4, 'Life': 4, 'Storytelling': 6, 'Relationships': 4, 'Education': 2, 'Life Lessons': 5, 'Self-awareness': 7, 'LGBTQ': 1, 'Finance': 1}}",
73,medium1k_200,nomic,mean,cosine,knn_mst70,kmeans50,2.0,49.0,0.195,"{1: {'Writing': 5, 'Art': 8, 'Psychology': 5}, 2: {'Productivity': 12, 'Work': 4, 'Health': 25, 'Art': 17, 'CLUSTER': 49, 'Writing': 16, 'Mental Health': 18, 'Business': 14, 'Technology': 26, 'Entrepreneurship': 12, 'Psychology': 20, 'Books': 8, 'Science': 19, 'Entertainment': 7, 'Life': 4}, 3: {'Productivity': 52, 'Marketing': 27, 'Writing': 66, 'Entrepreneurship': 32, 'Books': 13, 'Business': 33, 'Technology': 54, 'Work': 7, 'Mental Health': 35, 'Psychology': 38, 'Art': 63, 'Health': 47, 'Self Improvement': 21, 'Writing Tips': 5, 'Coronavirus': 14, 'Covid 19': 6, 'Science': 41, 'Food': 1, 'Lifestyle': 8, 'Climate Change': 4, 'Entertainment': 8, 'Culture': 9, 'Society': 11, 'Self': 4, 'Life': 4, 'Storytelling': 6, 'Relationships': 4, 'Education': 2, 'Life Lessons': 5, 'Self-awareness': 7, 'LGBTQ': 1, 'Finance': 1}}",
74,medium1k_200,nomic,mean,cosine,knn_mst70,kmeans50,3.0,187.0,0.745,"{1: {'Writing': 5, 'Art': 8, 'Psychology': 5}, 2: {'Productivity': 12, 'Work': 4, 'Health': 25, 'Art': 17, 'CLUSTER': 49, 'Writing': 16, 'Mental Health': 18, 'Business': 14, 'Technology': 26, 'Entrepreneurship': 12, 'Psychology': 20, 'Books': 8, 'Science': 19, 'Entertainment': 7, 'Life': 4}, 3: {'Productivity': 52, 'Marketing': 27, 'Writing': 66, 'Entrepreneurship': 32, 'Books': 13, 'Business': 33, 'Technology': 54, 'Work': 7, 'Mental Health': 35, 'Psychology': 38, 'Art': 63, 'Health': 47, 'Self Improvement': 21, 'Writing Tips': 5, 'Coronavirus': 14, 'Covid 19': 6, 'Science': 41, 'Food': 1, 'Lifestyle': 8, 'Climate Change': 4, 'Entertainment': 8, 'Culture': 9, 'Society': 11, 'Self': 4, 'Life': 4, 'Storytelling': 6, 'Relationships': 4, 'Education': 2, 'Life Lessons': 5, 'Self-awareness': 7, 'LGBTQ': 1, 'Finance': 1}}",
75,medium1k_200,nomic,mean,cosine,knn_mst70,kmeans70,1.0,10.0,0.037,"{1: {'Psychology': 6, 'Writing': 2, 'Art': 6}, 2: {'Health': 29, 'CLUSTER': 69, 'Mental Health': 22, 'Technology': 30, 'Psychology': 24, 'Life': 5, 'Science': 23, 'Art': 23, 'Writing': 14, 'Business': 18, 'Self Improvement': 9, 'Coronavirus': 7, 'Productivity': 13, 'Entrepreneurship': 13, 'Life Lessons': 4, 'Work': 3, 'Entertainment': 8, 'Books': 8}, 3: {'Health': 45, 'Mental Health': 34, 'Psychology': 37, 'Food': 1, 'Science': 40, 'Life': 5, 'Technology': 54, 'Writing': 69, 'Business': 33, 'Art': 65, 'Self Improvement': 20, 'Lifestyle': 8, 'Coronavirus': 13, 'Entrepreneurship': 33, 'Self-awareness': 7, 'Productivity': 54, 'Life Lessons': 4, 'Society': 11, 'Climate Change': 4, 'Marketing': 27, 'Writing Tips': 5, 'Work': 7, 'Self': 4, 'Storytelling': 6, 'Entertainment': 8, 'Culture': 9, 'LGBTQ': 1, 'Books': 13, 'Education': 2, 'Relationships': 4, 'Covid 19': 6, 'Finance': 1}}",
76,medium1k_200,nomic,mean,cosine,knn_mst70,kmeans70,2.0,69.0,0.255,"{1: {'Psychology': 6, 'Writing': 2, 'Art': 6}, 2: {'Health': 29, 'CLUSTER': 69, 'Mental Health': 22, 'Technology': 30, 'Psychology': 24, 'Life': 5, 'Science': 23, 'Art': 23, 'Writing': 14, 'Business': 18, 'Self Improvement': 9, 'Coronavirus': 7, 'Productivity': 13, 'Entrepreneurship': 13, 'Life Lessons': 4, 'Work': 3, 'Entertainment': 8, 'Books': 8}, 3: {'Health': 45, 'Mental Health': 34, 'Psychology': 37, 'Food': 1, 'Science': 40, 'Life': 5, 'Technology': 54, 'Writing': 69, 'Business': 33, 'Art': 65, 'Self Improvement': 20, 'Lifestyle': 8, 'Coronavirus': 13, 'Entrepreneurship': 33, 'Self-awareness': 7, 'Productivity': 54, 'Life Lessons': 4, 'Society': 11, 'Climate Change': 4, 'Marketing': 27, 'Writing Tips': 5, 'Work': 7, 'Self': 4, 'Storytelling': 6, 'Entertainment': 8, 'Culture': 9, 'LGBTQ': 1, 'Books': 13, 'Education': 2, 'Relationships': 4, 'Covid 19': 6, 'Finance': 1}}",
77,medium1k_200,nomic,mean,cosine,knn_mst70,kmeans70,3.0,188.0,0.694,"{1: {'Psychology': 6, 'Writing': 2, 'Art': 6}, 2: {'Health': 29, 'CLUSTER': 69, 'Mental Health': 22, 'Technology': 30, 'Psychology': 24, 'Life': 5, 'Science': 23, 'Art': 23, 'Writing': 14, 'Business': 18, 'Self Improvement': 9, 'Coronavirus': 7, 'Productivity': 13, 'Entrepreneurship': 13, 'Life Lessons': 4, 'Work': 3, 'Entertainment': 8, 'Books': 8}, 3: {'Health': 45, 'Mental Health': 34, 'Psychology': 37, 'Food': 1, 'Science': 40, 'Life': 5, 'Technology': 54, 'Writing': 69, 'Business': 33, 'Art': 65, 'Self Improvement': 20, 'Lifestyle': 8, 'Coronavirus': 13, 'Entrepreneurship': 33, 'Self-awareness': 7, 'Productivity': 54, 'Life Lessons': 4, 'Society': 11, 'Climate Change': 4, 'Marketing': 27, 'Writing Tips': 5, 'Work': 7, 'Self': 4, 'Storytelling': 6, 'Entertainment': 8, 'Culture': 9, 'LGBTQ': 1, 'Books': 13, 'Education': 2, 'Relationships': 4, 'Covid 19': 6, 'Finance': 1}}",
78,medium1k_200,nomic,mean,cosine,knn_mst70,gmm50,1.0,1.0,0.004,"{1: {'Productivity': 1, 'Health': 1, 'Mental Health': 1, 'Psychology': 1, 'Self Improvement': 1}, 2: {'CLUSTER': 49, 'Mental Health': 17, 'Health': 21, 'Productivity': 14, 'Psychology': 19, 'Self Improvement': 8}, 3: {'Writing': 71, 'Marketing': 27, 'Business': 34, 'Art': 71, 'Entrepreneurship': 34, 'Mental Health': 37, 'Health': 48, 'Science': 44, 'Coronavirus': 14, 'Society': 11, 'Psychology': 42, 'Productivity': 62, 'Entertainment': 9, 'Books': 14, 'Culture': 9, 'LGBTQ': 1, 'Relationships': 4, 'Lifestyle': 8, 'Food': 1, 'Life': 6, 'Technology': 56, 'Climate Change': 4, 'Self': 4, 'Self Improvement': 20, 'Self-awareness': 7, 'Work': 10, 'Life Lessons': 5, 'Covid 19': 6, 'Finance': 1, 'Education': 2, 'Storytelling': 6, 'Writing Tips': 5}}",
79,medium1k_200,nomic,mean,cosine,knn_mst70,gmm50,2.0,49.0,0.195,"{1: {'Productivity': 1, 'Health': 1, 'Mental Health': 1, 'Psychology': 1, 'Self Improvement': 1}, 2: {'CLUSTER': 49, 'Mental Health': 17, 'Health': 21, 'Productivity': 14, 'Psychology': 19, 'Self Improvement': 8}, 3: {'Writing': 71, 'Marketing': 27, 'Business': 34, 'Art': 71, 'Entrepreneurship': 34, 'Mental Health': 37, 'Health': 48, 'Science': 44, 'Coronavirus': 14, 'Society': 11, 'Psychology': 42, 'Productivity': 62, 'Entertainment': 9, 'Books': 14, 'Culture': 9, 'LGBTQ': 1, 'Relationships': 4, 'Lifestyle': 8, 'Food': 1, 'Life': 6, 'Technology': 56, 'Climate Change': 4, 'Self': 4, 'Self Improvement': 20, 'Self-awareness': 7, 'Work': 10, 'Life Lessons': 5, 'Covid 19': 6, 'Finance': 1, 'Education': 2, 'Storytelling': 6, 'Writing Tips': 5}}",
80,medium1k_200,nomic,mean,cosine,knn_mst70,gmm50,3.0,199.0,0.793,"{1: {'Productivity': 1, 'Health': 1, 'Mental Health': 1, 'Psychology': 1, 'Self Improvement': 1}, 2: {'CLUSTER': 49, 'Mental Health': 17, 'Health': 21, 'Productivity': 14, 'Psychology': 19, 'Self Improvement': 8}, 3: {'Writing': 71, 'Marketing': 27, 'Business': 34, 'Art': 71, 'Entrepreneurship': 34, 'Mental Health': 37, 'Health': 48, 'Science': 44, 'Coronavirus': 14, 'Society': 11, 'Psychology': 42, 'Productivity': 62, 'Entertainment': 9, 'Books': 14, 'Culture': 9, 'LGBTQ': 1, 'Relationships': 4, 'Lifestyle': 8, 'Food': 1, 'Life': 6, 'Technology': 56, 'Climate Change': 4, 'Self': 4, 'Self Improvement': 20, 'Self-awareness': 7, 'Work': 10, 'Life Lessons': 5, 'Covid 19': 6, 'Finance': 1, 'Education': 2, 'Storytelling': 6, 'Writing Tips': 5}}",
81,medium1k_200,nomic,mean,cosine,knn_mst70,gmm70,1.0,1.0,0.004,"{1: {'Productivity': 1, 'Health': 1, 'Mental Health': 1, 'Psychology': 1, 'Self Improvement': 1}, 2: {'CLUSTER': 69, 'Mental Health': 20, 'Health': 27, 'Productivity': 15, 'Self Improvement': 8, 'Psychology': 23}, 3: {'Marketing': 27, 'Entrepreneurship': 34, 'Business': 34, 'Mental Health': 37, 'Health': 48, 'Science': 44, 'Technology': 56, 'Coronavirus': 14, 'Entertainment': 9, 'Art': 71, 'Productivity': 62, 'Writing': 71, 'Work': 10, 'Lifestyle': 8, 'Climate Change': 4, 'Books': 14, 'Self Improvement': 20, 'Life': 6, 'Education': 2, 'Self-awareness': 7, 'Psychology': 42, 'Society': 11, 'Culture': 9, 'Relationships': 4, 'Food': 1, 'Self': 4, 'Storytelling': 6, 'Life Lessons': 5, 'Finance': 1, 'Writing Tips': 5, 'Covid 19': 6, 'LGBTQ': 1}}",
82,medium1k_200,nomic,mean,cosine,knn_mst70,gmm70,2.0,69.0,0.255,"{1: {'Productivity': 1, 'Health': 1, 'Mental Health': 1, 'Psychology': 1, 'Self Improvement': 1}, 2: {'CLUSTER': 69, 'Mental Health': 20, 'Health': 27, 'Productivity': 15, 'Self Improvement': 8, 'Psychology': 23}, 3: {'Marketing': 27, 'Entrepreneurship': 34, 'Business': 34, 'Mental Health': 37, 'Health': 48, 'Science': 44, 'Technology': 56, 'Coronavirus': 14, 'Entertainment': 9, 'Art': 71, 'Productivity': 62, 'Writing': 71, 'Work': 10, 'Lifestyle': 8, 'Climate Change': 4, 'Books': 14, 'Self Improvement': 20, 'Life': 6, 'Education': 2, 'Self-awareness': 7, 'Psychology': 42, 'Society': 11, 'Culture': 9, 'Relationships': 4, 'Food': 1, 'Self': 4, 'Storytelling': 6, 'Life Lessons': 5, 'Finance': 1, 'Writing Tips': 5, 'Covid 19': 6, 'LGBTQ': 1}}",
83,medium1k_200,nomic,mean,cosine,knn_mst70,gmm70,3.0,199.0,0.734,"{1: {'Productivity': 1, 'Health': 1, 'Mental Health': 1, 'Psychology': 1, 'Self Improvement': 1}, 2: {'CLUSTER': 69, 'Mental Health': 20, 'Health': 27, 'Productivity': 15, 'Self Improvement': 8, 'Psychology': 23}, 3: {'Marketing': 27, 'Entrepreneurship': 34, 'Business': 34, 'Mental Health': 37, 'Health': 48, 'Science': 44, 'Technology': 56, 'Coronavirus': 14, 'Entertainment': 9, 'Art': 71, 'Productivity': 62, 'Writing': 71, 'Work': 10, 'Lifestyle': 8, 'Climate Change': 4, 'Books': 14, 'Self Improvement': 20, 'Life': 6, 'Education': 2, 'Self-awareness': 7, 'Psychology': 42, 'Society': 11, 'Culture': 9, 'Relationships': 4, 'Food': 1, 'Self': 4, 'Storytelling': 6, 'Life Lessons': 5, 'Finance': 1, 'Writing Tips': 5, 'Covid 19': 6, 'LGBTQ': 1}}",
84,medium1k_200,nomic,mean,cosine,threshold0.5,kmeans50,1.0,11.0,0.044,"{1: {'Writing': 5, 'Art': 8, 'Psychology': 5}, 2: {'Productivity': 12, 'Art': 17, 'CLUSTER': 49, 'Writing': 16, 'Business': 14, 'Technology': 26, 'Entrepreneurship': 12, 'Books': 8, 'Health': 25, 'Mental Health': 18, 'Psychology': 20, 'Science': 19, 'Work': 4, 'Life': 4, 'Entertainment': 7}, 3: {'Marketing': 27, 'Business': 33, 'Entrepreneurship': 32, 'Storytelling': 6, 'Self Improvement': 21, 'Productivity': 52, 'Art': 63, 'Writing': 66, 'Books': 13, 'Technology': 54, 'Relationships': 4, 'Education': 2, 'Self-awareness': 7, 'Coronavirus': 14, 'Health': 47, 'Science': 41, 'Covid 19': 6, 'Mental Health': 35, 'Society': 11, 'Psychology': 38, 'Culture': 9, 'Writing Tips': 5, 'Work': 7, 'Life Lessons': 5, 'Climate Change': 4, 'Self': 4, 'Life': 4, 'Lifestyle': 8, 'Entertainment': 8, 'LGBTQ': 1, 'Finance': 1, 'Food': 1}}",
85,medium1k_200,nomic,mean,cosine,threshold0.5,kmeans50,2.0,49.0,0.195,"{1: {'Writing': 5, 'Art': 8, 'Psychology': 5}, 2: {'Productivity': 12, 'Art': 17, 'CLUSTER': 49, 'Writing': 16, 'Business': 14, 'Technology': 26, 'Entrepreneurship': 12, 'Books': 8, 'Health': 25, 'Mental Health': 18, 'Psychology': 20, 'Science': 19, 'Work': 4, 'Life': 4, 'Entertainment': 7}, 3: {'Marketing': 27, 'Business': 33, 'Entrepreneurship': 32, 'Storytelling': 6, 'Self Improvement': 21, 'Productivity': 52, 'Art': 63, 'Writing': 66, 'Books': 13, 'Technology': 54, 'Relationships': 4, 'Education': 2, 'Self-awareness': 7, 'Coronavirus': 14, 'Health': 47, 'Science': 41, 'Covid 19': 6, 'Mental Health': 35, 'Society': 11, 'Psychology': 38, 'Culture': 9, 'Writing Tips': 5, 'Work': 7, 'Life Lessons': 5, 'Climate Change': 4, 'Self': 4, 'Life': 4, 'Lifestyle': 8, 'Entertainment': 8, 'LGBTQ': 1, 'Finance': 1, 'Food': 1}}",
86,medium1k_200,nomic,mean,cosine,threshold0.5,kmeans50,3.0,187.0,0.745,"{1: {'Writing': 5, 'Art': 8, 'Psychology': 5}, 2: {'Productivity': 12, 'Art': 17, 'CLUSTER': 49, 'Writing': 16, 'Business': 14, 'Technology': 26, 'Entrepreneurship': 12, 'Books': 8, 'Health': 25, 'Mental Health': 18, 'Psychology': 20, 'Science': 19, 'Work': 4, 'Life': 4, 'Entertainment': 7}, 3: {'Marketing': 27, 'Business': 33, 'Entrepreneurship': 32, 'Storytelling': 6, 'Self Improvement': 21, 'Productivity': 52, 'Art': 63, 'Writing': 66, 'Books': 13, 'Technology': 54, 'Relationships': 4, 'Education': 2, 'Self-awareness': 7, 'Coronavirus': 14, 'Health': 47, 'Science': 41, 'Covid 19': 6, 'Mental Health': 35, 'Society': 11, 'Psychology': 38, 'Culture': 9, 'Writing Tips': 5, 'Work': 7, 'Life Lessons': 5, 'Climate Change': 4, 'Self': 4, 'Life': 4, 'Lifestyle': 8, 'Entertainment': 8, 'LGBTQ': 1, 'Finance': 1, 'Food': 1}}",
87,medium1k_200,nomic,mean,cosine,threshold0.5,kmeans70,1.0,10.0,0.037,"{1: {'Art': 6, 'Psychology': 6, 'Writing': 2}, 2: {'Productivity': 13, 'Books': 8, 'Art': 23, 'CLUSTER': 69, 'Writing': 14, 'Business': 18, 'Technology': 30, 'Entrepreneurship': 13, 'Self Improvement': 9, 'Coronavirus': 7, 'Health': 29, 'Mental Health': 22, 'Psychology': 24, 'Science': 23, 'Work': 3, 'Life': 5, 'Life Lessons': 4, 'Entertainment': 8}, 3: {'Marketing': 27, 'Business': 33, 'Entrepreneurship': 33, 'Storytelling': 6, 'Self Improvement': 20, 'Productivity': 54, 'Art': 65, 'Writing': 69, 'Books': 13, 'Technology': 54, 'Relationships': 4, 'Education': 2, 'Self-awareness': 7, 'Coronavirus': 13, 'Mental Health': 34, 'Society': 11, 'Psychology': 37, 'Health': 45, 'Covid 19': 6, 'Science': 40, 'Culture': 9, 'Writing Tips': 5, 'Work': 7, 'Life': 5, 'Self': 4, 'Life Lessons': 4, 'Lifestyle': 8, 'Finance': 1, 'Entertainment': 8, 'Climate Change': 4, 'LGBTQ': 1, 'Food': 1}}",
88,medium1k_200,nomic,mean,cosine,threshold0.5,kmeans70,2.0,69.0,0.255,"{1: {'Art': 6, 'Psychology': 6, 'Writing': 2}, 2: {'Productivity': 13, 'Books': 8, 'Art': 23, 'CLUSTER': 69, 'Writing': 14, 'Business': 18, 'Technology': 30, 'Entrepreneurship': 13, 'Self Improvement': 9, 'Coronavirus': 7, 'Health': 29, 'Mental Health': 22, 'Psychology': 24, 'Science': 23, 'Work': 3, 'Life': 5, 'Life Lessons': 4, 'Entertainment': 8}, 3: {'Marketing': 27, 'Business': 33, 'Entrepreneurship': 33, 'Storytelling': 6, 'Self Improvement': 20, 'Productivity': 54, 'Art': 65, 'Writing': 69, 'Books': 13, 'Technology': 54, 'Relationships': 4, 'Education': 2, 'Self-awareness': 7, 'Coronavirus': 13, 'Mental Health': 34, 'Society': 11, 'Psychology': 37, 'Health': 45, 'Covid 19': 6, 'Science': 40, 'Culture': 9, 'Writing Tips': 5, 'Work': 7, 'Life': 5, 'Self': 4, 'Life Lessons': 4, 'Lifestyle': 8, 'Finance': 1, 'Entertainment': 8, 'Climate Change': 4, 'LGBTQ': 1, 'Food': 1}}",
89,medium1k_200,nomic,mean,cosine,threshold0.5,kmeans70,3.0,188.0,0.694,"{1: {'Art': 6, 'Psychology': 6, 'Writing': 2}, 2: {'Productivity': 13, 'Books': 8, 'Art': 23, 'CLUSTER': 69, 'Writing': 14, 'Business': 18, 'Technology': 30, 'Entrepreneurship': 13, 'Self Improvement': 9, 'Coronavirus': 7, 'Health': 29, 'Mental Health': 22, 'Psychology': 24, 'Science': 23, 'Work': 3, 'Life': 5, 'Life Lessons': 4, 'Entertainment': 8}, 3: {'Marketing': 27, 'Business': 33, 'Entrepreneurship': 33, 'Storytelling': 6, 'Self Improvement': 20, 'Productivity': 54, 'Art': 65, 'Writing': 69, 'Books': 13, 'Technology': 54, 'Relationships': 4, 'Education': 2, 'Self-awareness': 7, 'Coronavirus': 13, 'Mental Health': 34, 'Society': 11, 'Psychology': 37, 'Health': 45, 'Covid 19': 6, 'Science': 40, 'Culture': 9, 'Writing Tips': 5, 'Work': 7, 'Life': 5, 'Self': 4, 'Life Lessons': 4, 'Lifestyle': 8, 'Finance': 1, 'Entertainment': 8, 'Climate Change': 4, 'LGBTQ': 1, 'Food': 1}}",
90,medium1k_200,nomic,mean,cosine,threshold0.5,gmm50,1.0,1.0,0.004,"{1: {'Productivity': 1, 'Health': 1, 'Mental Health': 1, 'Psychology': 1, 'Self Improvement': 1}, 2: {'CLUSTER': 49, 'Productivity': 14, 'Self Improvement': 8, 'Mental Health': 17, 'Psychology': 19, 'Health': 21}, 3: {'Writing': 71, 'Marketing': 27, 'Business': 34, 'Art': 71, 'Entrepreneurship': 34, 'Storytelling': 6, 'Self Improvement': 20, 'Productivity': 62, 'Books': 14, 'Life Lessons': 5, 'Writing Tips': 5, 'Relationships': 4, 'Work': 10, 'Self-awareness': 7, 'Mental Health': 37, 'Technology': 56, 'Psychology': 42, 'Science': 44, 'Health': 48, 'Entertainment': 9, 'Culture': 9, 'Coronavirus': 14, 'Society': 11, 'Self': 4, 'Lifestyle': 8, 'Covid 19': 6, 'Climate Change': 4, 'Life': 6, 'Finance': 1, 'Education': 2, 'LGBTQ': 1, 'Food': 1}}",
91,medium1k_200,nomic,mean,cosine,threshold0.5,gmm50,2.0,49.0,0.195,"{1: {'Productivity': 1, 'Health': 1, 'Mental Health': 1, 'Psychology': 1, 'Self Improvement': 1}, 2: {'CLUSTER': 49, 'Productivity': 14, 'Self Improvement': 8, 'Mental Health': 17, 'Psychology': 19, 'Health': 21}, 3: {'Writing': 71, 'Marketing': 27, 'Business': 34, 'Art': 71, 'Entrepreneurship': 34, 'Storytelling': 6, 'Self Improvement': 20, 'Productivity': 62, 'Books': 14, 'Life Lessons': 5, 'Writing Tips': 5, 'Relationships': 4, 'Work': 10, 'Self-awareness': 7, 'Mental Health': 37, 'Technology': 56, 'Psychology': 42, 'Science': 44, 'Health': 48, 'Entertainment': 9, 'Culture': 9, 'Coronavirus': 14, 'Society': 11, 'Self': 4, 'Lifestyle': 8, 'Covid 19': 6, 'Climate Change': 4, 'Life': 6, 'Finance': 1, 'Education': 2, 'LGBTQ': 1, 'Food': 1}}",
92,medium1k_200,nomic,mean,cosine,threshold0.5,gmm50,3.0,199.0,0.793,"{1: {'Productivity': 1, 'Health': 1, 'Mental Health': 1, 'Psychology': 1, 'Self Improvement': 1}, 2: {'CLUSTER': 49, 'Productivity': 14, 'Self Improvement': 8, 'Mental Health': 17, 'Psychology': 19, 'Health': 21}, 3: {'Writing': 71, 'Marketing': 27, 'Business': 34, 'Art': 71, 'Entrepreneurship': 34, 'Storytelling': 6, 'Self Improvement': 20, 'Productivity': 62, 'Books': 14, 'Life Lessons': 5, 'Writing Tips': 5, 'Relationships': 4, 'Work': 10, 'Self-awareness': 7, 'Mental Health': 37, 'Technology': 56, 'Psychology': 42, 'Science': 44, 'Health': 48, 'Entertainment': 9, 'Culture': 9, 'Coronavirus': 14, 'Society': 11, 'Self': 4, 'Lifestyle': 8, 'Covid 19': 6, 'Climate Change': 4, 'Life': 6, 'Finance': 1, 'Education': 2, 'LGBTQ': 1, 'Food': 1}}",
93,medium1k_200,nomic,mean,cosine,threshold0.5,gmm70,1.0,1.0,0.004,"{1: {'Productivity': 1, 'Health': 1, 'Mental Health': 1, 'Psychology': 1, 'Self Improvement': 1}, 2: {'CLUSTER': 69, 'Productivity': 15, 'Health': 27, 'Self Improvement': 8, 'Mental Health': 20, 'Psychology': 23}, 3: {'Marketing': 27, 'Business': 34, 'Entrepreneurship': 34, 'Storytelling': 6, 'Self Improvement': 20, 'Writing': 71, 'Productivity': 62, 'Art': 71, 'Books': 14, 'Health': 48, 'Writing Tips': 5, 'Mental Health': 37, 'Science': 44, 'Work': 10, 'Self-awareness': 7, 'Life Lessons': 5, 'Psychology': 42, 'Technology': 56, 'Coronavirus': 14, 'Self': 4, 'Society': 11, 'Lifestyle': 8, 'Covid 19': 6, 'Entertainment': 9, 'Culture': 9, 'Life': 6, 'Food': 1, 'Relationships': 4, 'Finance': 1, 'Education': 2, 'Climate Change': 4, 'LGBTQ': 1}}",
94,medium1k_200,nomic,mean,cosine,threshold0.5,gmm70,2.0,69.0,0.255,"{1: {'Productivity': 1, 'Health': 1, 'Mental Health': 1, 'Psychology': 1, 'Self Improvement': 1}, 2: {'CLUSTER': 69, 'Productivity': 15, 'Health': 27, 'Self Improvement': 8, 'Mental Health': 20, 'Psychology': 23}, 3: {'Marketing': 27, 'Business': 34, 'Entrepreneurship': 34, 'Storytelling': 6, 'Self Improvement': 20, 'Writing': 71, 'Productivity': 62, 'Art': 71, 'Books': 14, 'Health': 48, 'Writing Tips': 5, 'Mental Health': 37, 'Science': 44, 'Work': 10, 'Self-awareness': 7, 'Life Lessons': 5, 'Psychology': 42, 'Technology': 56, 'Coronavirus': 14, 'Self': 4, 'Society': 11, 'Lifestyle': 8, 'Covid 19': 6, 'Entertainment': 9, 'Culture': 9, 'Life': 6, 'Food': 1, 'Relationships': 4, 'Finance': 1, 'Education': 2, 'Climate Change': 4, 'LGBTQ': 1}}",
